,SeriousDlqin2yrs
1312,1
1314,1
1315,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1324,0
1325,0
1326,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,1
1340,1
1341,0
1343,0
1345,0
1346,0
1347,0
1348,0
1349,0
1351,0
1352,0
1353,0
1355,0
1356,0
1357,0
1358,0
1359,0
1361,0
1362,0
1364,0
1365,0
1366,0
1367,0
1368,0
1370,0
1373,0
1374,0
1375,0
1376,0
1377,0
1380,0
1382,0
1383,0
1385,0
1386,0
1387,0
1388,0
1392,0
1394,0
1395,0
1397,0
1399,0
1400,0
1402,0
1404,0
1405,1
1406,0
1408,0
1410,0
1411,0
1413,0
1414,0
1415,0
1416,0
1418,0
1420,0
1421,0
1422,0
1423,1
1424,0
1427,0
1428,0
1430,0
1431,0
1433,0
1434,0
1437,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1449,0
1451,0
1453,0
1457,0
1458,0
1461,0
1462,0
1465,1
1467,0
1470,0
1471,0
1472,0
1473,0
1474,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1485,0
1487,0
1489,0
1491,0
1492,0
1493,0
1494,0
1495,0
1497,0
1498,0
1500,0
1501,0
1502,0
1503,0
1505,0
1506,0
1507,0
1508,0
1509,0
1511,0
1513,0
1515,0
1516,0
1517,0
1518,0
1519,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1536,0
1540,0
1543,0
1546,0
1547,0
1551,0
1552,0
1553,0
1556,0
1557,0
1558,0
1559,0
1563,0
1567,0
1568,0
1570,0
1572,0
1573,0
1574,0
1575,0
1576,0
1578,0
1580,0
1581,1
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1602,0
1603,0
1604,0
1605,0
1607,0
1608,0
1609,0
1611,0
1615,1
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1631,0
1632,0
1633,0
1636,0
1637,0
1638,0
1639,0
1640,0
1642,0
1644,0
1645,0
1649,1
1650,0
1652,0
1653,0
1654,0
1656,0
1658,0
1659,0
1661,0
1662,0
1666,0
1668,0
1669,0
1671,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1684,0
1686,0
1688,0
1690,0
1691,0
1693,0
1696,0
1699,0
1700,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1709,0
1713,0
1714,1
1715,0
1716,0
1717,0
1720,0
1722,0
1723,0
1725,0
1726,0
1730,0
1733,0
1735,0
1736,0
1739,0
1740,0
1741,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1753,0
1754,0
1756,0
1757,0
1758,0
1759,0
1760,0
1763,0
1767,1
1771,1
1774,0
1775,0
1777,0
1778,0
1780,0
1781,0
1783,0
1785,0
1787,0
1788,0
1789,0
1794,0
1795,0
1796,0
1797,1
1799,0
1801,1
1803,0
1805,0
1806,0
1808,0
1811,0
1813,0
1815,0
1816,0
1819,0
1820,0
1821,0
1824,0
1826,0
1827,1
1828,0
1829,0
1832,0
1834,0
1836,0
1839,1
1844,0
1845,0
1846,1
1847,0
1848,0
1850,0
1851,0
1853,0
1855,0
1856,0
1857,0
1859,0
1861,0
1863,0
1864,0
1865,0
1870,0
1871,0
1873,0
1874,0
1876,0
1877,0
1878,1
1881,0
1882,0
1885,0
1886,0
1889,0
1890,0
1893,0
1894,0
1895,0
1900,0
1903,0
1906,0
1908,0
1909,0
1910,1
1911,0
1912,1
1913,0
1914,0
1916,0
1919,0
1920,0
1921,0
1922,0
1923,0
1925,0
1926,0
1927,0
1928,0
1930,0
1932,0
1933,0
1936,0
1937,0
1938,0
1939,0
1940,0
1943,0
1944,0
1945,0
1947,0
1953,0
1955,0
1962,0
1963,0
1965,0
1971,0
1972,0
1973,0
1974,0
1979,0
1980,1
1981,0
1986,0
1987,0
1991,0
1993,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2003,0
2007,0
2008,0
2010,0
2011,0
2012,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,1
2026,0
2027,0
2029,0
2030,0
2033,1
2034,0
2036,0
2039,0
2043,1
2045,0
2046,0
2048,0
2049,0
2050,0
2051,0
2053,0
2054,0
2055,0
2057,0
2058,0
2061,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,1
2071,0
2072,0
2076,0
2078,0
2080,0
2081,0
2085,0
2089,0
2090,0
2091,0
2093,0
2097,1
2098,0
2101,0
2102,0
2103,0
2105,0
2106,1
2107,0
2108,0
2109,0
2110,0
2113,0
2116,0
2117,0
2122,0
2123,0
2124,0
2127,0
2128,0
2132,1
2133,0
2136,0
2137,0
2139,0
2140,0
2142,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2153,0
2154,0
2155,0
2156,0
2159,0
2165,0
2167,0
2170,0
2171,1
2172,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2183,0
2185,0
2188,0
2189,0
2194,0
2195,0
2196,0
2197,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2208,0
2209,0
2210,0
2211,0
2212,0
2217,0
2219,0
2220,1
2221,0
2223,0
2226,0
2227,0
2229,0
2232,0
2234,0
2235,0
2236,0
2238,0
2240,0
2242,0
2243,0
2244,0
2245,0
2248,0
2249,0
2255,0
2256,0
2258,0
2259,0
2260,0
2261,0
2262,0
2265,0
2267,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2276,0
2277,0
2278,1
2279,1
2280,0
2282,0
2284,0
2285,0
2286,0
2290,0
2291,0
2292,0
2293,0
2294,0
2298,0
2300,0
2302,0
2305,0
2306,0
2307,0
2309,0
2310,0
2311,0
2312,0
2314,1
2315,1
2316,0
2318,1
2320,0
2321,0
2322,0
2324,1
2326,0
2328,0
2329,0
2330,0
2331,0
2334,0
2335,0
2337,1
2338,0
2339,0
2341,0
2342,0
2345,0
2347,0
2349,0
2350,0
2353,0
2354,0
2357,0
2360,0
2361,0
2362,0
2363,0
2364,0
2366,0
2367,0
2368,0
2369,0
2372,0
2373,0
2375,0
2378,0
2379,0
2380,0
2382,0
2383,0
2384,0
2385,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2394,0
2395,0
2396,0
2398,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2409,1
2411,0
2414,0
2415,0
2416,0
2417,0
2418,0
2420,0
2422,0
2423,0
2424,0
2426,0
2428,0
2430,1
2432,0
2434,0
2435,0
2436,1
2437,0
2440,0
2441,0
2445,0
2447,0
2449,0
2451,0
2452,0
2454,0
2455,0
2456,0
2457,0
2463,0
2464,1
2468,0
2469,0
2471,0
2472,1
2473,0
2475,0
2477,1
2478,0
2479,0
2480,0
2482,0
2483,0
2485,0
2487,0
2488,0
2489,0
2490,1
2493,0
2494,0
2495,0
2498,0
2499,0
2501,0
2503,0
2504,0
2505,0
2507,0
2510,0
2511,0
2512,0
2513,0
2516,0
2517,0
2520,0
2523,0
2525,0
2526,0
2527,0
2530,0
2531,0
2533,0
2534,0
2535,0
2538,0
2539,0
2543,0
2544,0
2545,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,1
2553,0
2554,0
2555,0
2558,0
2559,0
2560,1
2562,0
2564,0
2565,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2576,0
2579,0
2580,0
2583,0
2586,0
2587,0
2590,0
2591,0
2592,0
2593,0
2595,0
2596,0
2600,0
2601,0
2602,0
2605,0
2606,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2617,0
2618,0
2623,0
2624,0
2626,0
2631,0
2633,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2645,0
2646,0
2649,0
2650,0
2651,0
2652,0
2653,0
2655,0
2658,0
2663,0
2664,0
2666,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,1
2685,0
2686,0
2690,0
2691,0
2697,0
2698,0
2699,0
2700,0
2705,0
2708,1
2709,0
2710,0
2712,0
2713,0
2714,0
2717,0
2719,0
2721,0
2724,0
2725,0
2727,0
2729,0
2731,0
2732,0
2733,0
2735,0
2737,0
2739,0
2740,0
2741,0
2742,0
2743,0
2748,0
2749,0
2750,0
2751,0
2753,0
2755,0
2757,0
2758,0
2759,0
2760,0
2762,0
2764,0
2765,0
2766,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2779,0
2780,0
2782,0
2783,0
2784,0
2787,0
2788,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2801,0
2802,0
2803,0
2804,0
2805,0
2807,0
2808,0
2809,0
2810,0
2813,0
2814,0
2815,0
2816,0
2818,0
2819,0
2820,0
2821,0
2823,0
2824,1
2825,0
2826,0
2828,0
2830,0
2831,0
2834,0
2837,0
2838,0
2839,0
2843,0
2844,0
2845,0
2851,0
2853,0
2854,0
2855,0
2857,0
2858,0
2861,0
2863,0
2866,0
2868,0
2870,0
2871,0
2873,0
2874,0
2877,0
2878,0
2879,0
2880,0
2881,0
2883,0
2884,0
2887,0
2888,0
2891,0
2895,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2905,0
2906,0
2908,0
2910,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2920,0
2921,0
2924,0
2925,0
2927,0
2928,0
2929,0
2930,0
2932,1
2933,0
2935,0
2940,0
2941,0
2942,0
2945,1
2946,0
2948,0
2949,1
2952,0
2955,0
2957,0
2960,0
2961,0
2962,0
2963,0
2965,0
2966,0
2967,0
2969,0
2970,0
2971,1
2973,0
2974,0
2976,0
2978,0
2979,0
2980,0
2983,0
2986,0
2988,0
2990,0
2992,0
2993,0
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3003,1
3006,0
3008,0
3009,0
3011,1
3012,0
3014,0
3015,0
3016,0
3018,0
3019,0
3020,1
3021,0
3022,0
3023,0
3024,0
3026,1
3027,0
3031,0
3032,0
3033,0
3034,0
3037,0
3038,0
3040,1
3042,0
3044,0
3045,0
3047,0
3048,0
3049,0
3051,0
3052,1
3053,0
3054,0
3057,0
3059,0
3062,0
3063,0
3065,0
3068,0
3069,0
3070,0
3072,0
3074,0
3075,0
3076,0
3080,0
3081,0
3083,0
3090,0
3091,0
3096,0
3097,0
3098,0
3100,0
3101,0
3102,0
3103,1
3104,0
3105,0
3106,0
3108,0
3111,1
3112,0
3113,0
3115,0
3118,0
3119,0
3120,0
3121,0
3123,0
3124,0
3125,0
3126,0
3128,0
3130,0
3131,0
3132,0
3133,0
3134,0
3135,0
3136,0
3137,0
3139,0
3140,0
3141,0
3142,0
3145,0
3146,0
3148,0
3149,0
3150,1
3151,0
3152,0
3154,0
3155,0
3156,0
3158,0
3159,0
3161,0
3162,0
3163,0
3164,0
3166,0
3171,0
3173,0
3174,0
3175,0
3176,0
3177,0
3178,0
3179,0
3180,0
3182,0
3183,0
3185,0
3186,0
3187,0
3188,0
3192,0
3193,0
3194,0
3196,0
3198,0
3199,0
3202,1
3203,0
3205,0
3207,0
3209,0
3210,0
3212,0
3213,0
3214,0
3216,0
3218,0
3219,0
3221,0
3225,1
3226,0
3227,0
3228,0
3229,0
3230,0
3231,0
3232,0
3234,0
3235,0
3236,0
3238,0
3241,0
3242,0
3244,0
3248,0
3249,0
3250,1
3252,0
3253,0
3254,0
3255,0
3258,0
3259,0
3260,0
3261,0
3262,0
3266,0
3268,0
3269,0
3272,0
3273,0
3274,1
3276,0
3277,0
3279,0
3281,0
3282,0
3283,0
3291,0
3294,0
3295,0
3297,0
3299,0
3300,0
3301,0
3302,0
3303,0
3306,0
3307,0
3308,0
3311,0
3314,0
3316,0
3317,0
3318,1
3319,0
3321,0
3322,1
3323,0
3324,0
3325,0
3328,0
3329,0
3330,0
3331,0
3335,0
3336,0
3337,0
3339,0
3340,0
3342,0
3343,0
3345,0
3347,0
3350,0
3352,1
3354,0
3355,0
3356,0
3357,0
3358,0
3360,0
3361,0
3363,0
3365,0
3366,0
3372,0
3375,0
3376,0
3377,0
3378,0
3379,0
3380,0
3381,0
3383,0
3384,0
3385,0
3386,0
3388,1
3389,0
3392,0
3396,0
3397,0
3400,0
3401,1
3403,0
3405,0
3406,0
3408,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3422,0
3424,0
3425,0
3426,0
3429,0
3433,0
3435,0
3436,0
3438,0
3439,0
3440,0
3441,0
3442,0
3443,0
3445,0
3446,0
3447,0
3449,0
3453,0
3457,0
3461,0
3462,1
3463,0
3464,0
3465,0
3466,0
3467,0
3470,0
3471,0
3473,0
3474,0
3475,0
3478,0
3479,0
3480,0
3481,0
3483,0
3485,0
3486,0
3487,0
3488,0
3491,0
3495,0
3499,0
3502,0
3504,0
3505,0
3506,0
3508,0
3509,1
3511,0
3512,0
3513,0
3514,0
3515,0
3519,0
3520,0
3521,1
3522,0
3523,0
3524,0
3525,0
3527,0
3530,0
3531,0
3532,0
3533,0
3535,0
3537,0
3538,0
3539,0
3540,0
3542,0
3544,0
3547,1
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3564,0
3566,0
3568,0
3569,0
3570,0
3571,0
3573,0
3574,0
3576,0
3577,0
3578,0
3579,0
3581,0
3582,0
3584,0
3585,0
3586,0
3587,0
3588,0
3590,0
3592,0
3594,0
3596,0
3598,0
3599,0
3600,0
3602,1
3603,0
3605,0
3606,0
3607,0
3608,0
3610,0
3611,0
3613,0
3614,0
3616,0
3619,0
3621,0
3623,1
3624,0
3625,0
3631,0
3632,0
3633,0
3635,0
3639,0
3641,0
3642,0
3651,0
3652,1
3653,1
3654,0
3655,0
3656,0
3657,0
3661,0
3662,0
3663,0
3664,0
3665,1
3667,0
3668,0
3669,0
3672,0
3675,0
3678,1
3680,0
3681,0
3682,0
3683,0
3684,0
3685,0
3692,0
3693,0
3694,0
3695,0
3697,0
3698,0
3700,0
3702,0
3703,0
3704,0
3706,0
3709,0
3710,0
3711,1
3712,1
3713,0
3714,0
3715,0
3716,0
3717,0
3721,0
3724,0
3725,1
3727,0
3729,0
3732,0
3733,0
3734,1
3735,0
3736,0
3739,0
3740,0
3741,0
3743,0
3744,0
3745,0
3747,0
3748,1
3749,1
3750,0
3751,0
3755,0
3759,0
3760,0
3761,0
3762,0
3764,0
3765,0
3766,0
3767,1
3768,0
3770,0
3771,0
3775,0
3779,0
3780,0
3781,0
3784,0
3786,0
3788,0
3789,0
3792,0
3794,0
3795,0
3798,0
3799,0
3800,0
3802,1
3803,0
3804,0
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,1
3815,0
3816,1
3818,0
3822,0
3823,0
3824,0
3830,0
3831,1
3833,0
3834,0
3835,0
3836,0
3838,0
3841,0
3842,0
3843,0
3845,0
3846,0
3850,0
3852,0
3854,0
3855,0
3856,0
3857,0
3858,0
3860,1
3864,0
3866,1
3869,0
3871,0
3872,0
3874,1
3875,0
3878,1
3879,0
3880,0
3881,0
3882,0
3886,0
3887,0
3888,0
3889,0
3892,0
3893,0
3895,0
3896,0
3898,0
3902,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3912,0
3915,0
3916,0
3918,1
3920,0
3921,0
3923,0
3924,0
3925,0
3926,0
3927,0
3928,0
3931,0
3932,0
3933,1
3935,0
3937,0
3938,0
3939,0
3943,0
3944,0
3946,0
3947,0
3948,0
3949,0
3950,1
3952,0
3953,0
3954,0
3956,0
3958,0
3960,0
3961,0
3962,0
3963,0
3968,0
3971,0
3972,0
3973,0
3975,0
3976,0
3978,0
3979,0
3982,0
3983,0
3984,0
3985,0
3987,0
3990,0
3992,0
3994,0
3997,0
3999,0
4004,0
4005,1
4010,0
4011,0
4014,0
4017,0
4018,0
4019,1
4021,0
4022,0
4023,0
4024,0
4025,0
4027,0
4028,0
4029,0
4031,0
4032,0
4033,0
4035,0
4036,0
4037,0
4038,0
4040,0
4041,0
4043,0
4045,0
4047,0
4048,0
4049,0
4050,0
4051,0
4052,0
4054,0
4055,0
4058,0
4060,0
4061,0
4062,0
4063,0
4065,0
4066,0
4067,1
4069,0
4070,0
4071,0
4074,0
4077,0
4078,0
4080,0
4081,0
4083,0
4084,0
4085,0
4087,0
4088,0
4089,0
4091,0
4092,0
4093,0
4094,0
4095,0
4097,0
4101,0
4102,0
4104,0
4107,0
4109,0
4111,0
4112,1
4115,0
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4126,0
4127,0
4128,0
4129,0
4130,0
4131,0
4134,0
4138,0
4140,0
4141,0
4143,0
4144,0
4150,0
4155,0
4156,0
4158,1
4159,0
4160,0
4163,0
4166,0
4168,0
4170,0
4171,0
4173,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4184,0
4185,0
4187,0
4188,0
4190,0
4191,0
4192,0
4193,0
4194,0
4195,0
4196,0
4198,0
4199,0
4201,0
4202,0
4204,0
4205,0
4206,0
4208,0
4209,0
4210,0
4211,0
4214,0
4215,0
4216,0
4217,0
4221,0
4222,0
4223,0
4226,0
4228,0
4229,0
4230,0
4231,0
4232,0
4234,0
4236,1
4238,0
4239,0
4242,0
4243,0
4244,0
4245,0
4247,1
4249,0
4253,0
4255,0
4256,0
4258,0
4259,0
4261,0
4263,0
4264,0
4267,0
4268,0
4269,0
4273,0
4276,0
4278,0
4281,0
4287,0
4288,0
4289,0
4290,0
4292,0
4294,0
4295,0
4297,0
4298,0
4299,1
4303,0
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,0
4311,1
4313,0
4314,0
4316,0
4317,0
4318,0
4319,0
4322,0
4324,0
4325,0
4327,0
4328,1
4329,0
4330,0
4331,0
4332,0
4333,0
4334,0
4335,0
4336,0
4337,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4347,0
4348,0
4350,0
4352,0
4353,0
4354,0
4355,0
4357,0
4358,0
4361,0
4363,0
4364,0
4365,0
4366,0
4367,1
4369,0
4370,0
4371,0
4374,0
4376,0
4377,0
4378,0
4380,0
4382,0
4383,0
4384,0
4385,0
4387,0
4388,0
4389,0
4390,0
4391,0
4394,0
4395,0
4396,0
4398,0
4401,0
4405,0
4406,0
4408,0
4411,0
4413,0
4417,1
4420,0
4421,0
4423,0
4425,0
4428,0
4431,0
4434,0
4435,0
4436,0
4439,0
4440,0
4442,0
4444,0
4446,0
4448,0
4450,0
4451,1
4455,0
4456,0
4458,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4474,0
4475,0
4476,0
4477,0
4478,0
4481,0
4482,0
4484,0
4485,0
4486,1
4488,1
4490,0
4491,0
4492,0
4494,0
4495,0
4496,0
4497,0
4500,0
4501,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,0
4510,0
4512,0
4513,0
4514,0
4516,0
4517,0
4519,0
4520,0
4521,0
4523,0
4524,0
4528,0
4529,0
4530,0
4531,0
4533,0
4537,0
4538,0
4539,0
4540,0
4543,0
4544,0
4545,0
4546,0
4549,0
4550,0
4554,0
4559,0
4562,0
4564,0
4566,1
4567,0
4568,0
4569,0
4570,0
4571,0
4573,0
4574,0
4575,1
4576,0
4578,0
4579,0
4582,0
4584,1
4585,1
4589,0
4591,0
4593,0
4594,0
4595,0
4596,0
4597,0
4599,0
4602,0
4603,0
4604,0
4607,0
4608,0
4609,0
4610,0
4613,0
4615,0
4618,0
4620,0
4621,0
4624,0
4625,0
4627,0
4629,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4646,0
4648,0
4649,1
4650,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,1
4663,0
4666,0
4667,0
4670,0
4671,0
4672,0
4677,1
4678,1
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4688,0
4690,0
4692,0
4694,0
4696,0
4699,0
4701,0
4702,0
4704,0
4707,0
4710,0
4713,0
4714,0
4716,0
4717,0
4718,0
4720,0
4721,0
4723,0
4724,0
4727,0
4728,0
4729,0
4734,0
4735,0
4737,0
4738,0
4740,0
4741,0
4742,0
4743,0
4745,0
4746,0
4747,0
4748,0
4749,0
4750,0
4751,0
4753,0
4754,0
4757,0
4760,0
4762,0
4764,0
4765,1
4766,0
4768,0
4769,0
4770,1
4771,0
4773,0
4774,0
4777,0
4778,0
4780,0
4782,0
4783,0
4784,1
4785,0
4787,1
4788,0
4789,0
4790,0
4793,0
4795,0
4796,0
4797,0
4800,0
4801,0
4803,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,0
4817,0
4818,0
4819,0
4820,0
4821,0
